sentPcktSize1,sentPcktSize2,sentPcktSize3,sentPcktSize4,sentPcktSize5,sentPcktSize6,sentPcktSize7,sentPcktSize8,sentPcktSize9,sentPcktSize10,rcvdPcktSize1,rcvdPcktSize2,rcvdPcktSize3,rcvdPcktSize4,rcvdPcktSize5,rcvdPcktSize6,rcvdPcktSize7,rcvdPcktSize8,rcvdPcktSize9,rcvdPcktSize10,label,sentInterPcktDelay1,sentInterPcktDelay2,sentInterPcktDelay3,sentInterPcktDelay4,sentInterPcktDelay5,sentInterPcktDelay6,sentInterPcktDelay7,sentInterPcktDelay8,sentInterPcktDelay9,rcvdInterPcktDelay1,rcvdInterPcktDelay2,rcvdInterPcktDelay3,rcvdInterPcktDelay4,rcvdInterPcktDelay5,rcvdInterPcktDelay6,rcvdInterPcktDelay7,rcvdInterPcktDelay8,rcvdInterPcktDelay9
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.2219998836517325,5.011000156402588,5.023000001907349,5.013000011444092,5.013999938964844,5.009999990463257,5.013999938964844,5.017000198364258,5.013999938964844,4.208000183105469,5.011999845504762,5.016000032424927,5.019999980926514,5.01200008392334,5.011999845504762,5.012000322341919,5.016000032424927,5.016000032424927
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.84899997711184,0.02200007438659668,235.8519997596741,0.021000146865844727,600.0,600.0,600.0,600.0,235.8710000514984,235.87399983406067,600.0,600.0,600.0,600.0,600.0,600.0,600.0
936,750,398,664,190,1460,1460,1460,1460,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.04700016975402832,0.043999910354614265,0.029999971389770508,0.06700015068054199,0.0010001659393310547,0.0,0.0,0.0,0.0009996891021728516,0.04699969291687012,0.043000221252441406,0.029999971389770508,0.06699991226196289,0.002000093460083008,0.0,0.008999824523925781,0.0010001659393310547,0.04799985885620117
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.0560002326965332,54.1159999370575,0.11899995803833008,54.05999994277954,0.0989999771118164,54.078999996185296,0.13200020790100098,54.00699973106384,0.14100003242492676,54.17200016975403,54.17899990081787,54.17799973487854,54.14000010490418,54.169000148773186,54.146999835968025,54.16200017929077,54.194000005722046,54.1639997959137
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.6989998817443848,5.009999990463257,5.01800012588501,5.011999845504762,5.011000156402588,5.016999959945679,5.013000011444092,5.013999938964844,5.013000249862671,0.6840000152587891,5.01200008392334,5.015999794006348,5.01200008392334,5.01200008392334,5.015999794006348,5.01200008392334,5.016000032424927,5.011999845504762
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.84799981117249,0.020999908447265625,235.8470001220703,0.023000001907348636,600.0,600.0,600.0,600.0,235.8700001239777,235.86800026893616,600.0,600.0,600.0,600.0,600.0,600.0,600.0
1214,398,696,174,1460,1460,1460,1460,1460,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.0540001392364502,0.01399993896484375,0.06999993324279785,0.0010001659393310547,0.0,0.0,0.0,0.0009996891021728516,0.0,0.05399990081787109,0.01399993896484375,0.07000017166137695,0.0009999275207519533,0.0010001659393310547,0.0009999275207519533,0.006999969482421875,0.10900020599365234,0.014999866485595703
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.1860001087188716,5.013999938964844,5.009999990463257,5.017000198364258,5.016000032424927,5.010999917984009,5.011999845504762,5.012000322341919,5.011999607086182,2.1729998588562007,5.012000322341919,5.01200008392334,5.015999794006348,5.01200008392334,5.016000032424927,5.011999845504762,5.01200008392334,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,40,100,40,100,100,100,100,100,smart-bulb,0.07900023460388184,54.125,0.07999992370605469,54.11599969863892,0.1230003833770752,54.05999994277954,0.0710000991821289,54.11199975013733,0.15899991989135742,54.20399975776672,54.2350001335144,0.04699969291687012,54.09700012207031,0.0,54.18300008773804,54.16400003433228,54.17400002479553,54.176000118255615
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.84899997711184,0.020999908447265625,235.85200023651126,0.021000146865844727,600.0,600.0,600.0,600.0,235.87099981307983,235.8730001449585,600.0,600.0,600.0,600.0,600.0,600.0,600.0
398,174,526,174,1460,1460,1460,1460,1460,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.014999866485595703,0.009999990463256836,0.08700013160705566,0.0,0.0,0.0010001659393310547,0.0,0.0,0.0009999275207519533,0.015000104904174803,0.009999990463256836,0.08700013160705566,0.0009996891021728516,0.0,0.0010001659393310547,0.009999990463256836,0.020999908447265625,0.04400014877319336
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.740000009536743,5.013999938964844,5.013999938964844,5.01200008392334,5.0179998874664316,5.009999990463257,5.01200008392334,5.015000104904175,5.013999938964844,3.7269999980926514,5.013000011444092,5.014999866485597,5.012000322341919,5.011999607086182,5.016000270843506,5.01200008392334,5.011999845504762,5.016000032424927
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06399989128112793,54.111000061035156,0.12600016593933105,54.061999797821045,0.06999993324279785,54.11300015449524,0.16000008583068848,54.01999998092651,0.10399985313415527,54.17500019073486,54.188999891281135,54.182000160217285,54.180999994277954,54.16499996185303,54.1800000667572,54.17399978637695,54.1729998588562,54.16100025177002
648,174,1460,1460,1460,1460,1460,1460,1222,942,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.06699967384338379,0.0,0.008000373840332031,0.0,0.0,0.0009999275207519533,0.0,0.0009999275207519533,0.049000024795532234,0.06700015068054199,0.007999897003173828,0.0,0.002000093460083008,0.0,0.049000024795532234,0.043999910354614265,0.02300024032592773,0.07599997520446777
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.8550000190735,0.02200007438659668,235.8459997177124,0.021000146865844727,600.0,600.0,600.0,600.0,235.87600016593933,235.867999792099,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.21499991416931152,5.016000032424927,5.011999845504762,5.01200008392334,5.016000270843506,5.011999607086182,5.012000322341919,5.0179998874664316,5.009000062942505,0.20199990272521973,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.07599997520446777,54.10200023651123,0.16199970245361328,54.00100016593933,0.13299989700317386,54.06400012969971,0.0409996509552002,54.13800024986267,0.09500002861022948,54.17700004577637,54.16299986839294,54.19700026512146,54.179999828338616,54.171000003814704,54.175999879837036,0.2950000762939453,53.879999876022346,54.18400025367737
648,174,1460,1460,1460,1460,1460,1460,220,846,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.05500006675720215,0.0,0.007999897003173828,0.0010001659393310547,0.0009999275207519533,0.0009996891021728516,0.0,0.0,0.05000019073486328,0.0540001392364502,0.00800013542175293,0.0029997825622558594,0.0010001659393310547,0.0,0.048999786376953125,0.043999910354614265,0.018000364303588867,0.06999993324279785
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.7690000534057615,5.016000032424927,5.015000104904175,5.008999824523926,5.016999959945679,5.010999917984009,5.013999938964844,5.019000291824341,5.01099967956543,1.75600004196167,5.016000270843506,5.011999607086182,5.012000322341919,5.016000032424927,5.011999845504762,5.01200008392334,5.016000032424927,5.016000032424927
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999908447265625,235.8510000705719,0.021000146865844727,235.8529999256134,0.02200007438659668,600.0,600.0,600.0,600.0,235.87299990653992,235.87400007247925,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.07400035858154297,54.106999635696404,0.10700035095214844,54.08799982070923,0.04600000381469727,54.10500001907349,0.12999987602233887,53.58299994468689,0.07200026512145996,54.18100023269653,54.19399976730347,54.15200018882752,53.71299982070923,54.18100023269653,54.20199990272522,53.713000059127815,54.178000211715705,54.16899991035461
174,1460,1460,1460,1460,1460,1460,1174,622,398,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.005000114440917969,0.0,0.0,0.0,0.0009999275207519533,0.0,0.006999969482421875,0.03899979591369629,0.0410001277923584,0.003999948501586914,0.0010001659393310547,0.0,0.006999969482421875,0.039999961853027344,0.04000020027160645,0.019999980926513672,0.06799983978271484,0.02200007438659668
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.2669997215271,5.009000301361084,5.0179998874664316,5.015000104904175,5.027999877929688,5.016000032424927,5.01200008392334,5.014999866485597,5.013999938964844,3.250999927520752,5.013000249862671,5.015999794006348,5.013000249862671,5.0269997119903564,5.017000198364258,5.014999866485597,5.015000104904175,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021999835968017575,235.84599995613098,0.023999929428100586,235.84800028800964,0.020999908447265625,600.0,600.0,600.0,600.0,235.86999988555908,235.8700001239777,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12399983406066895,54.069000005722046,0.069000244140625,54.113999843597405,0.12000012397766112,54.05799984931946,0.10700011253356934,54.0550000667572,0.048999786376953125,54.194000005722046,54.18300008773804,54.17699980735779,54.1630003452301,54.20099997520447,54.16599988937378,54.19099998474121,54.1639997959137,54.14900040626526
52,52,52,52,52,52,52,52,52,52,1078,734,398,190,190,696,862,398,174,462,nest-security-camera,0.0,0.0,0.017000198364257812,0.03399991989135742,0.0409998893737793,0.020000219345092773,0.06799983978271484,0.016000032424926758,0.05200004577636719,0.034000158309936516,0.0409998893737793,0.019999980926513672,0.06800007820129395,0.016000032424926758,0.051999807357788086,0.04600024223327637,0.018999814987182617,0.015000104904174803
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.830999851226807,5.01200008392334,5.016000032424927,5.008999824523926,5.013999938964844,5.013999938964844,5.017000198364258,5.015000104904175,5.013999938964844,4.815999984741211,5.01200008392334,5.015999794006348,5.01200008392334,5.012000322341919,5.014999866485597,5.011999845504762,5.016000032424927,5.016000032424927
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06100010871887208,54.10099983215332,0.1660001277923584,54.01200008392334,0.1119997501373291,54.07900023460388,0.029999971389770508,54.161999940872185,0.07700014114379883,54.16100001335144,54.17799973487854,54.19100022315979,54.196999788284295,54.17900013923645,54.186999797821045,54.16000008583069,54.18400001525879,54.17300009727478
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999670028686523,235.8540003299713,0.019999980926513672,235.84799981117249,0.021000146865844727,600.0,600.0,600.0,600.0,235.87399983406067,235.86899995803836,600.0,600.0,600.0,600.0,600.0,600.0,600.0
52,52,52,52,52,52,52,52,52,52,870,846,398,174,206,712,654,398,190,462,nest-security-camera,0.0009999275207519533,0.0,0.009999990463256836,0.029999971389770508,0.05299997329711914,0.016000032424926758,0.06100010871887208,0.0279998779296875,0.039999961853027344,0.029000282287597656,0.05399990081787109,0.01600027084350586,0.060999631881713874,0.02700018882751465,0.0410001277923584,0.0429997444152832,0.03800010681152344,0.010999917984008787
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.3319997787475586,5.01200008392334,5.012999773025513,5.017000198364258,5.011000156402588,5.011999607086182,5.015000104904175,5.01200008392334,5.011999845504762,1.319999933242798,5.01200008392334,5.01200008392334,5.015999794006348,5.01200008392334,5.012000322341919,5.0159995555877686,5.012000322341919,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.1550002098083496,54.00800013542175,0.125,54.07100009918213,0.03399991989135742,54.109999895095825,0.12800002098083496,54.063999891281135,0.10500001907348633,54.16400003433228,54.19600009918213,54.14299988746643,54.192999839782715,54.171000003814704,54.180999994277954,54.17500019073486,54.17899990081787,54.19700002670288
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.019999980926513672,235.85900020599362,0.021999835968017575,235.85600018501282,0.02299976348876953,600.0,600.0,600.0,600.0,235.87999987602237,235.87800002098083,600.0,600.0,600.0,600.0,600.0,600.0,600.0
926,398,206,174,776,590,398,552,174,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.043999910354614265,0.023999929428100586,0.06500005722045897,0.01699995994567871,0.05900001525878906,0.043000221252441406,0.015999794006347656,0.09599995613098143,0.0,0.043999910354614265,0.023999929428100586,0.06500005722045897,0.017999887466430664,0.05800032615661621,0.0429997444152832,0.016000032424926758,0.0970001220703125,0.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.837000131607056,5.010999917984009,5.013000011444092,5.016000032424927,5.011999845504762,5.01200008392334,5.017000198364258,5.01099967956543,5.013000249862671,2.8239998817443848,5.01200008392334,5.011999845504762,5.016000032424927,5.012000322341919,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.07200026512145996,54.1010000705719,0.03599977493286133,54.10599994659424,0.12899994850158691,54.061000108718865,0.10500001907348633,54.06599998474121,0.039999961853027344,54.17300009727478,54.14299988746643,54.188999891281135,54.17100024223328,54.17700004577637,54.17699980735779,54.18800020217896,54.16299986839294,54.16700005531311
830,398,190,174,712,990,398,632,174,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.04199981689453125,0.02200007438659668,0.08100008964538574,0.01399993896484375,0.04799985885620117,0.04700016975402832,0.017999887466430664,0.05899977684020996,0.03800034523010254,0.0409998893737793,0.021999835968017575,0.08100008964538574,0.01399993896484375,0.04900026321411133,0.045999765396118164,0.018000125885009766,0.05900001525878906,0.03900003433227539
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.03299999237060547,235.8420000076294,0.02200007438659668,235.84999990463257,0.02700018882751465,600.0,600.0,600.0,600.0,235.8619999885559,235.87299990653992,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.353999853134154,5.011000156402588,5.0179998874664316,5.009999990463257,5.013999938964844,5.009999990463257,5.016000032424927,5.013999938964844,5.010999917984009,4.339999914169312,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.013000249862671,5.011999845504762
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,40,smart-bulb,0.11899995803833008,54.06300020217896,0.09999990463256836,54.06200003623962,0.07299995422363281,54.120000123977654,0.08799982070922853,54.08200025558472,0.04999995231628418,54.182000160217285,54.16199970245361,54.193000078201294,54.17100024223328,54.435999631881714,53.86400032043457,54.15699982643128,54.18300008773804,54.200000047683716
638,398,190,174,728,830,398,520,174,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.03600001335144043,0.023999929428100586,0.06800031661987305,0.021999835968017575,0.04600000381469727,0.04200005531311035,0.03900003433227539,0.08599996566772461,0.0,0.035000085830688484,0.02500009536743164,0.06699967384338379,0.02200007438659668,0.04600024223327637,0.04199981689453125,0.039999961853027344,0.08599996566772461,0.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.8539998531341553,5.017000198364258,5.010999917984009,5.013000011444092,5.016000032424927,5.011999845504762,5.010999917984009,5.016000032424927,5.013000011444092,0.8419997692108154,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.012000322341919
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.8510000705719,0.02200007438659668,235.8509998321533,0.020999908447265625,600.0,600.0,600.0,600.0,235.8710000514984,235.8730001449585,600.0,600.0,600.0,600.0,600.0,600.0,600.0
398,174,190,696,926,398,174,478,174,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.03600001335144043,0.05700016021728516,0.009999990463256836,0.0559999942779541,0.03699994087219238,0.026000022888183597,0.01399993896484375,0.07999992370605469,0.0,0.03600025177001953,0.05699968338012695,0.009999990463256836,0.0559999942779541,0.037000179290771484,0.026000022888183597,0.015000104904174803,0.07899999618530272,0.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06799983978271484,54.10799980163574,0.12900018692016602,54.05299997329712,0.07899999618530272,54.10199999809265,0.03699994087219238,54.11500000953674,0.14599990844726562,54.17599964141846,54.182000160217285,54.1800000667572,54.151999950408936,54.15599989891052,54.19000005722046,54.16799998283386,54.18400001525879,54.18700003623962
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.361999750137329,5.016000032424927,5.011000156402588,5.012999773025513,5.015000104904175,5.01200008392334,5.012999773025513,5.016000032424927,5.011000156402588,2.3480000495910645,5.015999794006348,5.01200008392334,5.013000011444092,5.014999866485597,5.01200008392334,5.01200008392334,5.016999959945679,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.019999980926513672,235.8550000190735,0.020999908447265625,235.85400009155273,0.023999929428100586,600.0,600.0,600.0,600.0,235.875,235.875,600.0,600.0,600.0,600.0,600.0,600.0,600.0
398,174,174,1460,242,398,174,542,174,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.012999773025512695,0.1420001983642578,0.009000062942504883,0.0019996166229248047,0.018000364303588867,0.04199981689453125,0.016000032424926758,0.06300020217895508,0.0019998550415039067,0.013000249862670898,0.1419997215270996,0.01100015640258789,0.017999887466430664,0.04200005531311035,0.017000198364257812,0.06199979782104492,0.002000093460083008,0.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.0710000991821289,54.132999897003174,0.10500001907348633,54.058000326156616,0.07699966430664062,54.1080002784729,0.15799975395202634,54.00500011444092,0.12399983406066895,54.20499992370606,54.16200017929077,54.18499994277954,54.16299986839294,54.20400023460388,54.18099975585938,54.15700030326843,54.17199993133545,54.1729998588562
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.864000082015991,5.016999959945679,5.011000156402588,5.012999773025513,5.016000032424927,5.011000156402588,5.012999773025513,5.017000198364258,5.01099967956543,3.8519999980926514,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999908447265625,235.8550000190735,0.021000146865844727,235.8519997596741,0.021000146865844727,600.0,600.0,600.0,600.0,235.87599992752075,235.8719999790192,600.0,600.0,600.0,600.0,600.0,600.0,600.0
398,174,190,728,862,398,616,174,1460,1460,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.013000011444091795,0.0710000991821289,0.01399993896484375,0.03899979591369629,0.06800031661987305,0.012999773025512695,0.10300016403198242,0.0019998550415039067,0.0,0.013000249862670898,0.0709998607635498,0.015000104904174803,0.037999868392944336,0.06799983978271484,0.013000249862670898,0.10299992561340332,0.002000093460083008,0.0009999275207519533
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.07399988174438478,54.11199998855591,0.1509997844696045,54.00999999046326,0.09600019454956056,54.07800006866455,0.057999849319458015,54.127000093460076,0.10800004005432128,54.19999980926514,54.14600014686585,54.17499995231629,54.18400001525879,54.19199991226196,54.175999879837036,54.15499997138977,53.71600008010864,54.16200017929077
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.3410000801086426,5.009999990463257,5.016000032424927,5.013999938964844,5.010999917984009,5.016999959945679,5.010999917984009,5.01200008392334,5.019000053405762,0.3259999752044678,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.023999929428100586,235.84899997711184,0.03900003433227539,236.03399991989136,0.02300024032592773,600.0,600.0,600.0,600.0,235.87299990653992,236.07300019264218,600.0,600.0,600.0,600.0,600.0,600.0,600.0
52,52,52,52,52,52,52,52,52,52,590,190,952,606,398,744,174,856,750,398,nest-security-camera,0.0279998779296875,0.03800034523010254,0.009999990463256836,0.06999993324279785,0.05399990081787109,0.013000011444091795,0.05700016021728516,0.01399993896484375,0.04999995231628418,0.037999868392944336,0.009999990463256836,0.06999993324279785,0.0540001392364502,0.013000011444091795,0.05699992179870605,0.014000177383422852,0.04999995231628418,0.04000020027160645
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.812999963760376,5.013999938964844,5.015000104904175,5.009999990463257,5.01200008392334,5.016000032424927,5.011999845504762,5.01200008392334,5.016000032424927,1.799000263214111,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.016000032424927
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06399989128112793,54.11500000953674,0.09800004959106444,54.07099986076355,0.06299996376037598,54.112000226974494,0.12399983406066895,54.061000108718865,0.07500004768371582,54.17899990081787,54.16899991035461,54.176000118255615,54.18399977684021,54.19200015068054,54.196999788284295,54.195000171661384,54.16499996185303,54.19099998474121
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.0280001163482666,235.84799981117249,0.021000146865844727,235.85399985313416,0.02200031280517578,600.0,600.0,600.0,600.0,235.875,235.87599992752075,600.0,600.0,600.0,600.0,600.0,600.0,600.0
52,52,52,52,52,52,52,52,52,52,174,920,398,398,174,462,174,920,414,398,nest-security-camera,0.06400012969970703,0.010999917984008787,0.0559999942779541,0.03900003433227539,0.02700018882751465,0.010999917984008787,0.07400012016296388,0.009999990463256836,0.03699970245361328,0.012000083923339844,0.055999755859375,0.039000272750854485,0.026999711990356445,0.01100015640258789,0.07399988174438478,0.009999990463256836,0.037000179290771484,0.04199981689453125
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.321000099182129,5.011999845504762,5.01200008392334,5.01200008392334,5.015999794006348,5.01200008392334,5.012999773025513,5.015000104904175,5.01200008392334,3.307999849319458,5.01200008392334,5.011999845504762,5.01200008392334,5.016000270843506,5.011999607086182,5.012000322341919,5.0169997215271,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12600016593933105,53.61500000953674,0.11600017547607422,54.05199980735779,0.07699990272521973,54.11299991607666,0.15800023078918454,54.001999855041504,0.1010000705718994,53.7409999370575,54.16700005531311,54.19000005722046,54.16000008583069,54.17799973487854,53.71700024604797,54.16099977493286,54.158000230789185,54.151999711990356
190,462,398,750,174,936,190,904,734,398,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.02200031280517578,0.020999908447265625,0.01900005340576172,0.06999993324279785,0.017999887466430664,0.07800030708312987,0.02199959754943848,0.015000104904174803,0.08700013160705566,0.02200007438659668,0.020999908447265625,0.01900005340576172,0.07000017166137695,0.017999887466430664,0.07799983024597168,0.02200007438659668,0.016000032424926758,0.08600020408630371
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02200031280517578,235.85299968719482,0.019999980926513672,235.8550000190735,0.02200031280517578,600.0,600.0,600.0,600.0,235.87400007247925,235.875,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.818999767303467,5.016000032424927,5.011999845504762,5.01200008392334,5.016000270843506,5.012999773025513,5.011000156402588,5.016999959945679,5.011999845504762,4.806000232696533,5.016999959945679,5.011000156402588,5.011999845504762,5.016000032424927,5.01200008392334,5.013000011444092,5.016000032424927,5.011999845504762
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06100010871887208,54.11500000953674,0.122999906539917,54.06900024414063,0.09599971771240234,54.093000173568726,0.1119997501373291,54.06900024414063,0.06599974632263184,54.17899990081787,54.195000171661384,54.182000160217285,54.180999994277954,54.180999994277954,54.15699982643128,54.194000005722046,54.17499995231629,54.18400025367737
52,52,52,52,52,52,52,52,52,52,430,398,606,206,824,206,462,398,590,174,nest-security-camera,0.02200007438659668,0.029000043869018555,0.03899979591369629,0.0540003776550293,0.01399993896484375,0.04499983787536621,0.020000219345092773,0.01699972152709961,0.02300024032592773,0.026999950408935547,0.037999868392944336,0.05700016021728516,0.01399993896484375,0.04500007629394531,0.019999980926513672,0.017000198364257812,0.02299976348876953,0.07500004768371582
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.3300001621246338,5.016999959945679,5.013000011444092,5.010999917984009,5.017000198364258,5.013999938964844,5.013000011444092,5.013000011444092,5.010999917984009,1.3169996738433838,5.016000032424927,5.013000249862671,5.011999845504762,5.016000032424927,5.01200008392334,5.015999794006348,5.01200008392334,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.84999990463257,0.021000146865844727,235.85399985313416,0.02200031280517578,600.0,600.0,600.0,600.0,235.8700001239777,235.87600016593933,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12000012397766112,54.05999994277954,0.07700014114379883,54.113999843597405,0.12600016593933105,54.05900001525879,0.07200002670288086,54.113999843597405,0.1510002613067627,54.18099975585938,54.19000005722046,54.18499994277954,54.186000108718865,54.16100001335144,54.18799996376038,54.17900013923645,54.19099974632263,54.1540002822876
398,584,558,920,174,542,398,174,526,792,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.01900005340576172,0.0989999771118164,0.021000146865844727,0.017999887466430664,0.020999908447265625,0.04600024223327637,0.010999679565429688,0.053000211715698235,0.021000146865844727,0.017999887466430664,0.09999990463256836,0.021000146865844727,0.01699995994567871,0.020999908447265625,0.04600000381469727,0.012000083923339844,0.05299997329711914,0.019999980926513672
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.8570001125335693,5.0169997215271,5.01200008392334,5.016999959945679,5.009999990463257,5.013000011444092,5.013999938964844,5.015000104904175,5.009999990463257,2.8439998626708984,5.016000032424927,5.011999845504762,5.01200008392334,5.016000032424927,5.011999845504762,5.01200008392334,5.016000032424927,5.011999845504762
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02200007438659668,235.8519997596741,0.021000146865844727,235.84999990463257,0.021000146865844727,600.0,600.0,600.0,600.0,235.87399983406067,235.8710000514984,600.0,600.0,600.0,600.0,600.0,600.0,600.0
